sha256,has_pipeline,has_baseline_task,baseline_task_id,baseline_sig_count,baseline_signatures,has_success,successful_variants
02de8eae5138f4fd,Y,Y,1018,8,dead_connect;queries_keyboard_layout;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;packer_entropy;injection_rwx;procmem_yara,N,
03a84155093ab32f,Y,Y,1020,16,antivm_checks_available_memory;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;mouse_movement_detect;resumethread_remote_process;injection_write_process;reads_memory_remote_process;packer_entropy;injection_rwx;injection_write_exe_process;procmem_yara,Y,v0;v2;v3
04739bba7ef80f72,Y,Y,1022,20,antivm_checks_available_memory;queries_computer_name;dead_connect;queries_locale_api;antidebug_setunhandledexceptionfilter;exec_crash;language_check_registry;antidebug_guardpages;http_request;resumethread_remote_process;injection_write_process;reads_memory_remote_process;packer_entropy;contains_pe_overlay;injection_rwx;infostealer_browser;injection_write_exe_process;persistence_autorun;virus;procmem_yara,Y,v0;v1;v2
049f58ddc74db94c,Y,Y,1024,16,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,N,
05b0077a16c46f0b,Y,Y,99,40,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;creates_suspended_process;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,N,
05d5e42ae754a67c,Y,Y,1029,15,antivm_checks_available_memory;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;resumethread_remote_process;injection_write_process;reads_memory_remote_process;terminates_remote_process;packer_entropy;injection_rwx;injection_write_exe_process;procmem_yara,Y,v1
086ba35dc895c0cf,Y,Y,1030,15,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,Y,v0;v2
08d64c718925a600,Y,Y,1034,30,antivm_checks_available_memory;queries_computer_name;queries_user_name;queries_keyboard_layout;queries_locale_api;antidebug_setunhandledexceptionfilter;dll_load_uncommon_file_types;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;resumethread_remote_process;injection_write_process;reads_memory_remote_process;reads_self;stealth_window;packer_entropy;injection_rwx;script_tool_executed;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;infostealer_cookies;injection_write_exe_process;Suspicious_Scheduled_Task_Creation_Via_Masqueraded_XML_File;persistence_autorun;script_created_process;procmem_yara;deletes_executed_files;infostealer_keylog;remcos_mutexes,Y,v0;v1;v2;v3
08fdd7a5dfca7199,Y,Y,1036,12,antivm_checks_available_memory;dead_connect;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_unknown_pe_section_name;packer_entropy;injection_rwx;procmem_yara,N,
0c2eba8cfe5ff693,Y,Y,1039,16,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,Y,v0;v1;v3
0e271da66f19e484,Y,Y,103,40,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;creates_suspended_process;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,N,
0e375952de1156c5,Y,Y,1044,39,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,N,
0f34c32345a18ec4,Y,Y,1047,16,antivm_checks_available_memory;queries_keyboard_layout;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;resumethread_remote_process;injection_write_process;reads_memory_remote_process;packer_unknown_pe_section_name;packer_entropy;injection_rwx;injection_write_exe_process;binary_yara;procmem_yara,Y,v1
0fd20c59637e0e49,Y,Y,1050,16,antivm_checks_available_memory;queries_user_name;dead_connect;queries_locale_api;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;resumethread_remote_process;injection_write_process;reads_memory_remote_process;terminates_remote_process;injection_rwx;injection_write_exe_process;persistence_autorun;remcos_mutexes;remcos_regkeys,Y,v0;v3
11ab13181f22fd2a,Y,Y,1052,13,antivm_checks_available_memory;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_entropy;dropper;injection_rwx;persistence_autorun;procmem_yara;deletes_executed_files,Y,v1;v2
16a971536a914e65,Y,Y,1056,10,antivm_checks_available_memory;queries_user_name;dead_connect;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;antiav_servicestop;persistence_autorun;deletes_executed_files;disables_windowsupdate,Y,v0;v1;v2;v3
1714d4efa0fffd2d,Y,Y,1058,10,antivm_checks_available_memory;queries_user_name;dead_connect;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;antiav_servicestop;persistence_autorun;deletes_executed_files;disables_windowsupdate,Y,v0;v1;v2;v3
1763a9890a1935dc,Y,Y,1060,13,antivm_checks_available_memory;queries_user_name;dead_connect;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,Y,v0;v1;v2;v3
18462c2005b53bab,Y,Y,1062,10,antivm_checks_available_memory;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_entropy;injection_rwx;procmem_yara,Y,v2
18a67aada4aaab03,Y,Y,135,27,queries_computer_name;queries_user_name;dead_connect;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;http_request;creates_suspended_process;resumethread_remote_process;stealth_window;terminates_remote_process;packer_entropy;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antisandbox_sleep;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;cmdline_obfuscation;suspicious_command_tools,Y,v0
18f5f368c18b9988,Y,Y,1066,27,antivm_checks_available_memory;queries_computer_name;queries_user_name;queries_keyboard_layout;queries_locale_api;accesses_public_folder;antidebug_setunhandledexceptionfilter;cmdline_terminate;stealth_timeout;language_check_registry;mouse_movement_detect;http_request;resumethread_remote_process;suspicious_communication_trusted_site;enumerates_running_processes;accesses_recyclebin;stealth_window;terminates_remote_process;injection_rwx;uses_windows_utilities;infostealer_browser;recon_programs;binary_yara;deletes_executed_files;infostealer_ftp;recon_fingerprint;suspicious_command_tools,Y,v0;v2
1a67cb53a941bec0,Y,Y,1068,39,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,N,
1c74605c75bd8e87,Y,Y,1071,9,antivm_checks_available_memory;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;injection_rwx;procmem_yara,N,
1d23a044889676ba,Y,Y,1075,9,antivm_checks_available_memory;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;injection_rwx;procmem_yara,N,
1e2009549452ed6b,Y,Y,1078,19,queries_keyboard_layout;queries_locale_api;accesses_public_folder;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;resumethread_remote_process;accesses_recyclebin;stealth_window;antianalysis_tls_section;packer_unknown_pe_section_name;modify_oem_information;uses_windows_utilities;ransomware_file_modifications;clears_logs;deletes_executed_files;ransomware_extensions;ransomware_files;pysa_mutexes,N,
1e8b65ae36a80d46,Y,Y,108,16,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,N,
1ed1b4315c252525,Y,Y,1084,22,queries_computer_name;queries_user_name;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;http_request;resumethread_remote_process;enumerates_running_processes;terminates_remote_process;packer_entropy;injection_rwx;persistence_autorun;stop_ransomware_registry;virus;procmem_yara;ransomware_files;stop_ransom_mutexes;stop_ransomware_cmd;ransomware_stopdjvu;suspicious_command_tools,N,
1f3edb430ef26e79,Y,Y,1087,16,antivm_checks_available_memory;queries_keyboard_layout;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;resumethread_remote_process;injection_write_process;reads_memory_remote_process;packer_unknown_pe_section_name;packer_entropy;injection_rwx;injection_write_exe_process;binary_yara;procmem_yara,Y,v0;v2
1f849c845f9432fd,Y,Y,315,39,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;creates_suspended_process;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,N,
203b08962eba2197,Y,Y,1091,8,antivm_checks_available_memory;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;resumethread_remote_process;injection_write_process;antisandbox_sleep;injection_write_exe_process,Y,v0;v1;v2;v3
2047ecda73aa4dfe,Y,Y,1093,37,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,Y,v0;v1;v2;v3
22c0a2305fd4b7ef,Y,Y,1095,10,antivm_checks_available_memory;queries_user_name;dead_connect;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;antiav_servicestop;persistence_autorun;deletes_executed_files;disables_windowsupdate,Y,v0;v1;v2;v3
2382a65e62ea823d,Y,Y,1097,13,antivm_checks_available_memory;queries_keyboard_layout;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;resumethread_remote_process;injection_write_process;reads_memory_remote_process;packer_entropy;injection_rwx;injection_write_exe_process;procmem_yara,Y,v1;v2
246c7642fbb938ff,Y,Y,1100,8,antivm_checks_available_memory;dead_connect;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;injection_rwx;procmem_yara,Y,v0;v1;v2;v3
2523f82a9ec43d75,Y,Y,352,40,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;creates_suspended_process;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,Y,v1;v3
2688d2fd0c1c32a8,Y,Y,1104,15,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,Y,v0
2715c3f8aa0fd0ce,Y,Y,1107,22,queries_computer_name;queries_user_name;dead_connect;queries_keyboard_layout;queries_locale_api;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;http_request;resumethread_remote_process;stealth_window;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antisandbox_sleep;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;suspicious_command_tools,Y,v0;v1;v2;v3
276d33f672db408f,Y,Y,1109,17,antivm_checks_available_memory;queries_keyboard_layout;queries_locale_api;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;mouse_movement_detect;resumethread_remote_process;injection_write_process;reads_memory_remote_process;terminates_remote_process;packer_entropy;injection_rwx;injection_write_exe_process;procmem_yara;pe_compile_timestomping,N,
279ef40d413c9ce6,Y,Y,1111,1,binary_yara,N,
28265ee7cc0659f8,Y,Y,323,40,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;creates_suspended_process;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;enumerates_physical_drives;physical_drive_access;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,N,
29881cb13215ee9c,Y,Y,1205,16,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,N,
29e60baab5544847,Y,Y,1208,38,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;exec_crash;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,Y,v1;v3
2b57393b6c3bab50,Y,Y,121,3,antianalysis_tls_section;packer_unknown_pe_section_name;binary_yara,N,
2b7714dce5b85b13,Y,Y,125,35,antivm_checks_available_memory;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;exec_crash;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,Y,v0;v1;v3
2e068ee538457d5e,Y,Y,1121,15,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,Y,v1
2e08b9cd0e2bb7ca,Y,Y,127,21,queries_computer_name;queries_user_name;dead_connect;queries_keyboard_layout;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;http_request;enumerates_running_processes;process_interest;packer_entropy;contains_pe_overlay;injection_rwx;infostealer_cookies;persistence_autorun;persistence_registry_script;procmem_yara;antiav_bullgaurd_libs;antiav_bullguard_libs;antisandbox_sboxie_libs;antisandbox_sunbelt_libs,Y,v1;v2
2ed840a9e51dadec,Y,Y,129,38,antivm_checks_available_memory;queries_computer_name;queries_user_name;dead_connect;dynamic_function_loading;queries_keyboard_layout;queries_locale_api;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;stealth_timeout;language_check_registry;antidebug_guardpages;antisandbox_sleep;http_request;creates_suspended_process;resumethread_remote_process;injection_write_process;createtoolhelp32snapshot_module_enumeration;stealth_window;terminates_remote_process;packer_entropy;dropper;injection_rwx;uses_windows_utilities;uses_windows_utilities_to_create_scheduled_task;antiav_servicestop;antisandbox_unhook;antivm_generic_system;infostealer_cookies;persistence_autorun;persistence_autorun_tasks;recon_beacon;procmem_yara;antiav_detectfile;cmdline_obfuscation;deletes_executed_files;disables_windowsupdate;suspicious_command_tools,Y,v2
2eee592b19e01789,Y,Y,1128,3,packer_entropy;binary_yara;static_pe_pdbpath,N,
2f5eb84fce28f5c7,Y,Y,1131,16,antivm_checks_available_memory;queries_user_name;dead_connect;static_pe_pdbpath;antidebug_setunhandledexceptionfilter;language_check_registry;antidebug_guardpages;createtoolhelp32snapshot_module_enumeration;packer_entropy;dropper;injection_rwx;antiav_servicestop;persistence_autorun;procmem_yara;deletes_executed_files;disables_windowsupdate,Y,v1
